"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-09","6.26",,"0.00","0.0","0.0","48","51","44","  160","  180","13.0","16.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-10","4.92",,"0.06","0.0","0.0","53","62","48","  170","  180","12.1","16.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-11","10.96",,"0.44","0.0","0.0","54","60","48","   90","  100","25.9","33.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-12","9.17",,"0.49","0.0","0.0","48","52","45","   40","   50","23.0","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-13","8.72",,"0.06","0.0","0.0","51","64","43","   20","  350","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-14","9.62",,"0.00","0.0","0.0","54","64","45","  190","  240","16.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-15","10.07",,"0.82","0.0","0.0","53","56","45","  320","  340","23.9","29.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-16","12.53",,"0.09","0.0","0.0","47","53","39","  300","  300","25.1","32.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-17","9.17",,"0.00","0.0","0.0","48","57","43","  310","  310","15.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-18","9.62",,"0.00","0.0","0.0","53","61","47","  190","  190","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-19","7.16",,"0.00","0.0","0.0","54","63","45","  230","  170","16.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-20","15.43",,"0.00","0.0","0.0","56","67","45","  190","  190","30.0","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-21","21.47",,"0.07","0.0","0.0","54","60","39","  320","  330","35.1","40.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-22","21.25",,"0.00","0.0","0.0","42","50","36","  270","  270","30.0","38.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-23","15.88",,"0.00","0.0","0.0","49","64","39","  260","  280","28.0","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-24","11.41",,"0.00","0.0","0.0","56","68","44","  180","  180","23.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-25","12.53",,"0.50","0.0","0.0","54","64","49","  320","  320","25.1","33.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-26","19.01",,"0.00","0.0","0.0","53","61","41","  320","  320","30.0","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-27","6.04",,"0.00","0.0","0.0","53","57","45","  330","  330","19.9","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-28","5.82",,"0.00","0.0","0.0","58","73","50","   10","  360","23.0","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-29","8.50",,"0.10","0.0","0.0","60","66","54","  210","  230","21.9","28.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-30","24.83",,"0.02","0.0","0.0","64","69","46","  300","  310","40.9","51.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-01","18.12",,"0.00","0.0","0.0","53","65","42","  310","  320","36.9","46.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-02","11.41",,"0.00","0.0","0.0","61","79","52","  260","  260","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-03","8.28",,"0.23","0.0","0.0","63","67","54","   90","   60","14.1","17.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-04","9.62",,"0.52","0.0","0.0","58","71","51","  110","  100","21.9","28.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-05","8.05",,"0.31","0.0","0.0","54","59","51","  320","  320","28.0","33.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-06","12.97",,"0.00","0.0","0.0","58","67","50","  330","  320","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-07","9.62",,"0.00","0.0","0.0","55","62","48","  100","  110","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-08","7.61",,"0.04","0.0","0.0","51","55","49","  130","  110","17.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-09","10.51",,"0.42","0.0","0.0","52","62","45","  190","  190","21.0","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-10","10.07",,"0.01","0.0","0.0","52","61","47","  310","  340","18.1","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-11","14.09",,"0.00","0.0","0.0","57","67","50","  330","  330","28.0","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-12","13.65",,"0.00","0.0","0.0","57","70","47","  330","  320","25.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-13","10.07",,"0.00","0.0","0.0","59","68","48","  190","  190","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-14","9.62",,"0.00","0.0","0.0","61","73","50","  200","  200","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-15","8.72",,"0.00","0.0","0.0","62","75","49","  190","  190","17.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-16","8.28",,"0.00","0.0","0.0","62","70","53","  190","  190","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-17","8.28",,"0.00","0.0","0.0","62","73","49","  190","  190","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-18","11.41",,"0.00","0.0","0.0","65","79","55","  190","  190","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-19","8.72",,"0.00","0.0","0.0","72","86","59","   20","   30","17.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-20","7.16",,"0.00","0.0","0.0","64","72","55","  150","  160","14.1","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-21","8.50",,"0.00","0.0","0.0","61","75","53","  170","  180","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-22","9.62",,"0.00","0.0","0.0","73","94","58","  310","  290","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-23","16.11",,"0.00","0.0","0.0","82","92","68","  340","  330","25.9","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-24","11.86",,"0.00","0.0","0.0","66","68","58","  130","   50","19.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-25","14.99",,"0.00","0.0","0.0","61","68","56","  170","  180","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-26","11.18",,"0.07","0.0","0.0","66","75","60","  190","  180","25.1","32.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-27","13.20",,"0.04","0.0","0.0","75","85","65","  340","  290","21.0","28.0",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-28","15.21",,"1.08","0.0","0.0","64","70","49","   50","   60","25.9","34.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-29","17.90",,"0.86","0.0","0.0","49","52","48","   50","   50","31.1","40.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-30","12.75",,"0.94","0.0","0.0","49","52","47","   30","   40","21.0","25.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-31","8.95",,"0.00","0.0","0.0","56","71","49","  340","  340","21.0","27.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-01","10.29",,"0.00","0.0","0.0","62","76","52","  190","  190","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-02","8.05",,"0.00","0.0","0.0","63","70","56","  190","  190","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-03","6.93",,"0.23","0.0","0.0","62","71","59","  190","  190","18.1","23.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-04","7.61",,"0.39","0.0","0.0","65","75","61","  300","  280","21.9","30.0","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-05","10.51",,"0.00","0.0","0.0","72","87","62","  230","  230","19.9","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-06","10.29",,"0.00","0.0","0.0","78","87","68","  190","  190","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-07","6.93",,"0.00","0.0","0.0","73","81","66","  190","  200","14.1","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-08","6.71",,"0.57","0.0","0.0","72","85","66","  270","  270","30.0","35.1","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-09","8.28",,"0.00","0.0","0.0","78","91","70","  190","  190","17.0","19.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-10","13.87",,"0.00","0.0","0.0","76","81","62","   90","   90","23.9","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-11","8.28",,"0.00","0.0","0.0","65","71","61","  100","   70","14.1","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-12","7.61",,"0.00","0.0","0.0","66","69","59","  120","  120","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-13","9.62",,"0.00","0.0","0.0","65","72","58","  180","  190","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-14","10.74",,"0.06","0.0","0.0","66","71","63","  150","  160","17.0","23.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-15","11.63",,"0.07","0.0","0.0","72","83","66","  320","  310","21.9","31.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-16","13.65",,"0.00","0.0","0.0","71","78","63","  300","  300","23.0","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-17","10.07",,"0.00","0.0","0.0","69","77","57","  210","  200","19.9","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-18","12.97",,"0.00","0.0","0.0","69","79","59","  180","  190","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-19","11.63",,"0.05","0.0","0.0","74","89","65","  250","  240","23.0","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-20","10.51",,"0.00","0.0","0.0","73","83","64","  190","  190","25.1","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-21","14.54",,"0.00","0.0","0.0","74","81","68","  180","  180","25.9","33.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-22","11.86",,"0.20","0.0","0.0","71","81","59","  310","  320","21.0","28.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-23","11.41",,"0.00","0.0","0.0","65","76","56","  190","  330","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-24","8.28",,"0.00","0.0","0.0","67","75","57","  110","  100","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-25","10.51",,"0.00","0.0","0.0","68","75","63","  170","  170","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-26","14.32",,"0.00","0.0","0.0","72","80","67","  190","  180","25.1","31.1","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-27","14.54",,"0.00","0.0","0.0","75","82","69","  190","  180","25.9","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-28","12.53",,"0.00","0.0","0.0","77","87","70","  190","  180","25.1","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-29","11.63",,"0.00","0.0","0.0","80","90","72","  190","  190","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-30","12.08",,"0.00","0.0","0.0","81","91","73","  360","  360","25.9","31.1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-01","6.93",,"0.54","0.0","0.0","77","88","71","  300","  270","18.1","23.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-02","9.62",,"0.38","0.0","0.0","73","77","64","   60","   60","19.9","23.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-03","9.40",,"1.10","0.0","0.0","64","67","60","  360","   30","16.1","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-04","6.26",,"0.00","0.0","0.0","67","77","59","  180","  170","15.0","19.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-05","9.62",,"0.00","0.0","0.0","73","81","65","  180","  180","25.1","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-06","13.42",,"0.39","0.0","0.0","78","87","71","  330","  330","40.0","52.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-07","9.40",,"0.00","0.0","0.0","78","89","71","  190","  180","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-08","7.61",,"0.32","0.0","0.0","77","81","73","  180","  180","21.9","25.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-09","13.42",,"0.99","0.0","0.0","76","86","71","  320","  320","32.0","40.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-10","7.38",,"0.00","0.0","0.0","75","80","71","   30","   20","15.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-11","9.17",,"0.00","0.0","0.0","73","79","70","  130","  150","17.0","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-12","8.28",,"0.06","0.0","0.0","77","86","71","   90","   90","19.9","25.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-13","8.50",,"0.00","0.0","0.0","72","77","68","   90","  100","15.0","19.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-14","5.82",,"0.01","0.0","0.0","75","86","70","  200","  200","18.1","21.0","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-15","8.28",,"0.00","0.0","0.0","79","87","72","  180","  170","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-16","9.40",,"0.00","0.0","0.0","81","89","74","  180","  190","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-17","8.95",,"0.28","0.0","0.0","81","87","72","  190","  190","21.9","29.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-18","13.42",,"0.02","0.0","0.0","78","85","73","  240","  240","25.1","29.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-19","8.28",,"0.00","0.0","0.0","76","82","70","  360","  350","19.9","23.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-20","8.50",,"0.00","0.0","0.0","78","86","71","  190","  190","18.1","21.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-21","7.38",,"0.89","0.0","0.0","77","85","68","  330","   40","23.0","31.1","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-22","9.62",,"0.00","0.0","0.0","74","83","65","  330","  320","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-23","6.93",,"0.09","0.0","0.0","76","84","66","  330","  330","19.9","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-24","8.50",,"0.00","0.0","0.0","74","82","65","  170","  190","17.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-25","13.20",,"0.46","0.0","0.0","74","80","68","  190","  190","21.0","28.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-26","5.82",,"0.00","0.0","0.0","79","90","71","   30","   20","21.0","23.9",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-27","8.50",,"0.00","0.0","0.0","79","88","69","  190","  190","23.0","29.1",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-28","9.40",,"0.09","0.0","0.0","76","83","71","  340","  340","17.0","21.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-29","13.42",,"0.28","0.0","0.0","74","78","71","  180","  170","25.9","32.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-30","17.00",,"0.00","0.0","0.0","76","86","66","  320","  310","25.1","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-31","10.29",,"0.00","0.0","0.0","70","76","59","  340","  340","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-01","9.17",,"0.04","0.0","0.0","71","77","65","  160","  180","17.0","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-02","11.41",,"0.00","0.0","0.0","72","82","62","  320","  320","19.9","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-03","5.37",,"0.00","0.0","0.0","72","80","65","  170","  180","12.1","14.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-04","6.26",,"0.00","0.0","0.0","71","76","66","   30","   60","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-05","9.84",,"0.00","0.0","0.0","72","81","68","  190","  190","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-06","10.74",,"0.00","0.0","0.0","75","84","67","  180","  180","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-07","9.62",,"0.00","0.0","0.0","76","83","69","  180","  190","21.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-08","10.51",,"0.56","0.0","0.0","71","74","66","   50","   50","19.9","23.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-09","8.05",,"0.04","0.0","0.0","72","78","70","   20","   40","16.1","19.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-10","9.17",,"0.67","0.0","0.0","74","81","70","  270","  270","25.9","34.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-11","9.62",,"0.00","0.0","0.0","78","85","73","  280","  270","23.9","31.1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-12","9.62",,"0.00","0.0","0.0","81","89","75","  190","  190","18.1","21.9",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-13","9.40",,"0.00","0.0","0.0","84","91","77","  190","  180","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-14","10.51",,"0.00","0.0","0.0","83","91","76","   30","  330","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-15","8.28",,"0.00","0.0","0.0","77","82","70","  360","  360","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-16","6.93",,"0.00","0.0","0.0","74","81","68","  140","  140","13.0","15.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-17","9.62",,"0.00","0.0","0.0","75","81","71","  150","  150","16.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-18","10.96",,"0.00","0.0","0.0","76","83","72","  140","  150","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-19","17.00",,"0.03","0.0","0.0","80","88","77","  240","  180","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-20","7.16",,"0.00","0.0","0.0","80","83","74","  360","  350","15.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-21","6.71",,"2.13","0.0","0.0","76","82","71","  360","  350","16.1","19.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-22","12.30",,"2.26","0.0","0.0","74","76","72","  210","  330","19.9","23.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-23","13.87",,"0.73","0.0","0.0","76","87","72","  190","  180","25.1","32.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-24","7.16",,"0.00","0.0","0.0","81","91","71","  250","  300","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-25","6.49",,"0.00","0.0","0.0","80","89","71","  190","  170","14.1","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-26","9.40",,"0.00","0.0","0.0","81","89","74","  190","  190","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-27","6.71",,"0.03","0.0","0.0","82","93","76","  300","  300","25.9","33.1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-28","12.30",,"0.89","0.0","0.0","74","80","65","   70","   60","25.1","31.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-29","6.26",,"0.00","0.0","0.0","70","77","67","   40","   30","14.1","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-30","8.28",,"0.00","0.0","0.0","75","83","72","  190","  190","18.1","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-31","6.71",,"0.00","0.0","0.0","79","87","73","  320","  290","16.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-01","12.75",,"2.56","0.0","0.0","74","78","64","  150","  150","33.1","44.1","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-02","17.22",,"0.21","0.0","0.0","70","78","61","   10","   10","30.0","38.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-03","8.50",,"0.00","0.0","0.0","67","77","58","  330","  330","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-04","9.62",,"0.00","0.0","0.0","69","78","61","  200","  190","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-05","11.86",,"0.00","0.0","0.0","70","74","65","  180","  180","23.0","28.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-06","10.96",,"0.00","0.0","0.0","75","84","69","  270","  300","21.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-07","9.17",,"0.00","0.0","0.0","73","80","63","  180","  180","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-08","16.78",,"0.00","0.0","0.0","74","80","68","  180","  170","29.1","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-09","5.37",,"0.37","0.0","0.0","72","74","69","  200","  200","16.1","19.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-10","15.21",,"0.00","0.0","0.0","70","76","63","  340","  340","25.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-11","8.95",,"0.00","0.0","0.0","69","76","58","  230","  230","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-12","14.54",,"0.00","0.0","0.0","73","82","67","  240","  230","21.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-13","10.51",,"0.18","0.0","0.0","78","87","68","  320","  310","25.9","32.0",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-14","6.93",,"0.00","0.0","0.0","73","78","67","  130","  140","13.0","16.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-15","12.08",,"0.00","0.0","0.0","75","81","71","  180","  180","28.0","35.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-16","10.07",,"0.00","0.0","0.0","74","80","70","   30","   40","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-17","9.62",,"0.00","0.0","0.0","73","78","70","   60","   50","16.1","19.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-18","7.83",,"0.00","0.0","0.0","76","86","68","  360","   10","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-19","10.29",,"0.00","0.0","0.0","73","79","64","  360","   30","21.0","25.9",,,,,,,,
